datetime,city,state,citystate,country,shape,filename,full_filename,full_filename,duration_sec,duration_hm,comments,date posted,latitude,longitude
6/30/05 3:00,abarkooh (iran),,,,light,ufo-light.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true"">",2,few seconds,Star like&#44 dancing lights moving with speed of the blinking of an eye.,4/12/13,31.128889,53.2825
5/12/03 1:00,yazd (iran),,,,triangle,ufo-triangle.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-triangle.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-triangle.png?raw=true"">",3600,1houre,dear; sir we have seen the U.F.O from one month evre day they are seen from 5 pm to 10pm with defran colare of light whith circular we,12/9/03,31.897423,54.356856
3/1/04 19:25,shahrekord (iran),,,,light,ufo-light.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true"">",120,2 min,It was a line in the sky &#44 a very bright light and it was crossing the sky from east to west . very wonderful.,4/27/04,32.325556,50.864444
39093,iran,,,,none,,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/?raw=true"">",0,,UFO Crash In Central Iran Fars News Agency (Internet Version-WWW) Wednesday&#44 January 10&#44 2007 T11:48:23Z Journal Code: 9113 Language: E,2/1/07,32.427908,53.688046
27913,iran,,,,none,,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/?raw=true"">",0,,Possible follow up on the Iranian AF/F-4 encounters in 1976?,6/12/07,32.427908,53.688046
12/15/08 4:00,salman pak (iraq),,,,cone,ufo-cone.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-cone.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-cone.png?raw=true"">",180,3 minutes,norway lights spotted last year in iraq,12/12/09,33.1,44.583333
3/1/09 22:00,iraq (above a u. s. military camp),,,,triangle,ufo-triangle.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-triangle.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-triangle.png?raw=true"">",3600,30-60 minutes,Very large&#44 triangular shaped&#44 hovered for about 30-to 45 minutes over a camp in Iraq.No sound many witnesses.,10/30/12,33.223191,43.679291
4/15/07 22:00,iraq (classified; military position),,,,circle,ufo-circle.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-circle.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-circle.png?raw=true"">",600,5-10 mins,3 UfO&#39s- One emitting a tornado like beam at my military unit-a 3rd ran an intercept route&#44vanish.((NUFORC Note:  Rocket venting?  PD)),7/17/11,33.223191,43.679291
1/17/91 2:46,iraq (10 km inside border with kuwait),,,,triangle,ufo-triangle.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-triangle.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-triangle.png?raw=true"">",300,5min,Strange black triangle moved close to our formation,12/9/03,33.223191,43.679291
3/22/03 0:30,iraq (southern),,,,flash,ufo-flash.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-flash.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-flash.png?raw=true"">",120,several minutes,Unexplained lights over Marine armored column in southern Iraq,6/4/04,33.223191,43.679291
7/15/08 0:00,iraq (during helicopter firefight),,,,other,ufo-other.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-other.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-other.png?raw=true"">",30,30 seconds,MILITARY REPORT:  &quot;Ceiling of Mirrors&quot; over my Blackhawk Helicopter.,2/27/14,33.223191,43.679291
10/1/06 6:00,iraq,,,,triangle,ufo-triangle.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-triangle.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-triangle.png?raw=true"">",15,15 seconds,I SAW THE SAME THING  IN 2006,7/5/08,33.223191,43.679291
6/1/91 12:00,iraq,,,,disk,ufo-disk.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-disk.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-disk.png?raw=true"">",4,4 seconds,Object  filmed by professional camera crew during first Gulf war,2/24/07,33.223191,43.679291
12/6/06 17:45,baghdad (iraq),,,,triangle,ufo-triangle.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-triangle.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-triangle.png?raw=true"">",600,10 min,they looked like pyremids or something and,12/7/06,33.325,44.422
2/4/11 19:30,baghdad,,,,unknown,ufo-unknown.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-unknown.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-unknown.png?raw=true"">",600,past hour and still,i&#39ve got the video on my sony cybershot but i&#39m not sure if it is clear. send me an email address so i can send u the footage.,2/8/11,33.325,44.422
5/14/07 2:30,baghdad (iraq),,,,unknown,ufo-unknown.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-unknown.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-unknown.png?raw=true"">",300,5 min.,Multiple military personnel watch a strange&#44 unexplained target on a USAF radar screen.,8/7/07,33.325,44.422
8/7/06 23:25,baghdad,,,,unknown,ufo-unknown.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-unknown.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-unknown.png?raw=true"">",240,4 min.,Bluish lights travelling quickly&#44 stopped and then accelerated away in an instant.,10/30/06,33.325,44.422
10/4/04 3:20,baghdad (iraq),,,,light,ufo-light.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true"">",30,30 sec,Strange light captured on CNN &quot;Special Report&quot; from Baghdad,10/27/04,33.325,44.422
1/7/03 0:00,baghdad (iraq),,,,rectangle,ufo-rectangle.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-rectangle.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-rectangle.png?raw=true"">",30,30  sec,rectangle object flying from the north to the south with no sound or light,3/8/07,33.325,44.422
8/10/04 3:55,baghdad (iraq),,,,light,ufo-light.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true"">",4,4 seconds,8/10/2004 0355 Extremely fast&#44 regularly &quot;winking&quot; white light west to east direction.  While west of Baghdad&#44 Iraq.,12/12/11,33.325,44.422
10/17/03 0:00,baghdad (iraq),,,,unknown,ufo-unknown.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-unknown.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-unknown.png?raw=true"">",0,?,Object tracked and annotated by Air Ops Center covering Iraq,10/31/03,33.325,44.422
3/18/03 4:00,baghdad (iraq),,,,teardrop,ufo-teardrop.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-teardrop.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-teardrop.png?raw=true"">",0,unk,I suddenly saw this anomaly in the sky. To describe it at it&#39s best it looked like our moon when it&#39s at full moon. This anomaly was sh,7/3/13,33.325,44.422
9/12/91 23:00,baghdad (iraq),,,,cylinder,ufo-cylinder.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-cylinder.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-cylinder.png?raw=true"">",0,,in the nighr of sep 1991 i was in the roof top of my house and the national power was off working due to the strikes that our powre sta,8/5/09,33.325,44.422
1/23/06 2:00,camp taqaddum (iraq),,,,light,ufo-light.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true"">",2700,45 minutes +,Beams of light with an extremely slow pulse to it&#44 seen over vast desert and only seemingly visible through NVGs&#44 with a bright glow,2/1/07,33.338196,43.596973
1/21/06 3:15,camp taqqadum (iraq),,,,other,ufo-other.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-other.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-other.png?raw=true"">",30,approx 30 seconds,Starfox shaped craft with blue glow and smoke/debris trail behind with no sound within 2500m and an altitude no higher than 400 feet.,2/1/07,33.338196,43.596973
38597,ramadi (iraq),,,,light,ufo-light.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-light.png?raw=true"">",604800,about a week,orange lights in the sky in iraq&#44 not anything military,6/12/07,33.416667,43.3
4/26/04 21:50,ramadi (iraq),,,,chevron,ufo-chevron.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-chevron.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-chevron.png?raw=true"">",300,5 minutes,UFO hypnosis,5/4/04,33.416667,43.3
6/30/69 0:00,dorood (iran),,,,sphere,ufo-sphere.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-sphere.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-sphere.png?raw=true"">",900,15 min.,While riding home at night  my family and I saw an object like moon in sky,2/14/08,33.495503,49.063174
2/15/91 15:00,hafer al ban (saudi arabia),,"hafer al ban (saudi arabia), ",,other,ufo-other.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-other.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-other.png?raw=true"">",300,3-5 minutes,Feb 1991 Gulf War Desert Storm UFO Sighting very close- about 3 stories off the ground,5/12/09,28.3784149,45.9627113
4/6/03 13:00,bagdad (iraq),,"bagdad (iraq), ",,rectangle,ufo-rectangle.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-rectangle.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-rectangle.png?raw=true"">",5,5 seconds,Flying drill bit,2/12/04,33.315241,44.3660671
5/21/11 21:00,mecca (saudi arabia),,"mecca (saudi arabia), ",,disk,ufo-disk.png,<img src =*https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-disk.png?raw=true*>,"<img src =""https://github.com/djwrisley/ESUDH/blob/master/HDME2021/UFOMAP/UFOIMAGES/ufo-disk.png?raw=true"">",0,random photo,The bottom of the disc appeared reddish with distinct four bright white bulbs-like lights.  ((NUFORC Note:  Lens flare???  PD)),6/12/11,21.3890824,39.8579118
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
